order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
6abaad69b8b349c3a529b4b91ce18e46,b0830fb4747a6c6d20dea0b8c802d7ef,delivered,2/15/2018 10:33,2/15/2018 10:47,2/20/2018 14:15,2/24/2018 19:15,3/7/2018 00:00
82bce245b1c9148f8d19a55b9ff70644,b0830fb4747a6c6d20dea0b8c802d7ef,delivered,4/20/2017 17:15,4/21/2017 05:15,4/24/2017 09:34,5/10/2017 09:17,5/12/2017 00:00
82bce245b1c9148f8d19a55b9ff70644,b0830fb4747a6c6d20dea0b8c802d7ef,delivered,4/20/2017 17:15,4/21/2017 05:15,4/24/2017 09:34,5/10/2017 09:17,5/12/2017 00:00
82bce245b1c9148f8d19a55b9ff70644,b0830fb4747a6c6d20dea0b8c802d7ef,delivered,4/20/2017 17:15,4/21/2017 05:15,4/24/2017 09:34,5/10/2017 09:17,5/12/2017 00:00
82bce245b1c9148f8d19a55b9ff70644,b0830fb4747a6c6d20dea0b8c802d7ef,delivered,4/20/2017 17:15,4/21/2017 05:15,4/24/2017 09:34,5/10/2017 09:17,5/12/2017 00:00
82bce245b1c9148f8d19a55b9ff70644,b0830fb4747a6c6d20dea0b8c802d7ef,delivered,4/20/2017 17:15,4/21/2017 05:15,4/24/2017 09:34,5/10/2017 09:17,5/12/2017 00:00
a910f58086d58b3ae6f37aa712d377b9,b0830fb4747a6c6d20dea0b8c802d7ef,delivered,9/15/2017 09:19,9/15/2017 09:35,9/18/2017 18:20,9/25/2017 20:14,10/11/2017 00:00
a910f58086d58b3ae6f37aa712d377b9,b0830fb4747a6c6d20dea0b8c802d7ef,delivered,9/15/2017 09:19,9/15/2017 09:35,9/18/2017 18:20,9/25/2017 20:14,10/11/2017 00:00
ec341c54a5ebf8ee0a67a8632aa7579b,b0830fb4747a6c6d20dea0b8c802d7ef,delivered,8/26/2017 16:53,8/27/2017 17:04,8/30/2017 13:26,9/8/2017 20:39,9/21/2017 00:00
20e0101b20700188cadb288126949685,b0830fb4747a6c6d20dea0b8c802d7ef,delivered,1/22/2018 19:22,1/22/2018 19:36,1/24/2018 23:32,2/15/2018 20:08,2/19/2018 00:00
86f21bf63784876b9fd6d35f46581d72,b0830fb4747a6c6d20dea0b8c802d7ef,delivered,4/11/2018 22:32,4/11/2018 22:49,4/14/2018 00:02,4/27/2018 23:14,5/21/2018 00:00
f7959f8385f34c4f645327465a1c9fc4,b0830fb4747a6c6d20dea0b8c802d7ef,delivered,3/30/2017 07:50,3/30/2017 08:05,3/30/2017 10:55,4/10/2017 02:59,4/26/2017 00:00
bfe42c22ecbf90bc9f35cf591270b6a7,b0830fb4747a6c6d20dea0b8c802d7ef,delivered,1/27/2018 22:04,1/27/2018 22:16,2/3/2018 03:56,2/9/2018 20:16,2/26/2018 00:00
47770eb9100c2d0c44946d9cf07ec65d,3e2fcf7ce0b60002777a836132650175,delivered,8/8/2018 08:38,8/8/2018 08:55,8/8/2018 13:50,8/17/2018 18:06,9/4/2018 00:00
a4591c265e18cb1dcee52889e2d8acc3,3e2fcf7ce0b60002777a836132650175,delivered,7/9/2017 21:57,7/9/2017 22:10,7/11/2017 14:58,7/26/2017 10:57,8/1/2017 00:00
e69bfb5eb88e0ed6a785585b27e16dbf,3e2fcf7ce0b60002777a836132650175,delivered,7/29/2017 11:55,7/29/2017 12:05,8/10/2017 19:45,8/16/2017 17:14,8/23/2017 00:00
403b97836b0c04a622354cf531062e5f,3e2fcf7ce0b60002777a836132650175,delivered,1/2/2018 19:00,1/2/2018 19:09,1/3/2018 18:19,1/20/2018 01:38,2/6/2018 00:00
f3e7c359154d965827355f39d6b1fdac,3e2fcf7ce0b60002777a836132650175,delivered,8/9/2018 11:44,8/10/2018 03:24,8/10/2018 12:29,8/13/2018 18:24,8/17/2018 00:00
fbf9ac61453ac646ce8ad9783d7d0af6,3e2fcf7ce0b60002777a836132650175,delivered,2/20/2018 23:46,2/22/2018 02:30,2/26/2018 22:25,3/21/2018 22:03,3/12/2018 00:00
dd78f560c270f1909639c11b925620ea,3e2fcf7ce0b60002777a836132650175,delivered,3/12/2018 01:50,3/12/2018 03:28,3/12/2018 21:06,3/21/2018 14:41,3/28/2018 00:00
91b2a010e1e45e6ba3d133fa997597be,3e2fcf7ce0b60002777a836132650175,delivered,5/2/2018 11:45,5/3/2018 12:55,5/10/2018 16:16,5/16/2018 20:56,5/23/2018 00:00
60550084e6b4c0cb89a87df1f3e5ebd9,3e2fcf7ce0b60002777a836132650175,delivered,2/21/2018 18:15,2/23/2018 02:10,2/27/2018 18:52,3/13/2018 23:58,3/29/2018 00:00
5820a1100976432c7968a52da59e9364,3e2fcf7ce0b60002777a836132650175,delivered,7/29/2018 11:24,7/29/2018 11:44,7/30/2018 13:47,8/2/2018 22:09,8/13/2018 00:00
854f58d1737ef431b98a28f2149a7125,3e2fcf7ce0b60002777a836132650175,delivered,12/4/2017 23:42,12/5/2017 10:30,12/6/2017 13:13,12/7/2017 19:18,12/20/2017 00:00
a93b122106fb3a1e62510b02010af8d2,3e2fcf7ce0b60002777a836132650175,delivered,7/13/2018 11:52,7/13/2018 12:05,7/13/2018 15:29,7/24/2018 17:27,7/30/2018 00:00
35ae4b5e235b60c40502a1a5cab8f2c3,3e2fcf7ce0b60002777a836132650175,delivered,7/11/2017 11:12,7/11/2017 11:24,7/11/2017 15:44,7/18/2017 21:28,8/2/2017 00:00
aa58786ae7761db159be7c5bd27ee68a,3e2fcf7ce0b60002777a836132650175,delivered,11/6/2017 22:22,11/7/2017 05:32,11/8/2017 21:37,11/13/2017 16:58,11/24/2017 00:00
17cdd5bdc8a431a301cfc6915f8e8a27,3e2fcf7ce0b60002777a836132650175,delivered,3/7/2018 19:56,3/9/2018 03:00,3/9/2018 23:46,3/22/2018 17:32,4/2/2018 00:00
b5874324518a48132da83d062f675fb3,3e2fcf7ce0b60002777a836132650175,delivered,1/18/2018 23:01,1/18/2018 23:16,1/23/2018 21:58,1/25/2018 17:49,2/2/2018 00:00
2f7629415fce83aab452e69eda981a49,3e2fcf7ce0b60002777a836132650175,delivered,4/27/2017 23:45,4/28/2017 11:43,4/28/2017 10:52,5/4/2017 15:09,5/26/2017 00:00
f1ff54491e3729e182eb5a21cb6792a7,3e2fcf7ce0b60002777a836132650175,delivered,3/26/2018 10:08,3/27/2018 04:10,3/28/2018 04:03,4/2/2018 21:52,4/6/2018 00:00
b664b3e09fd91f223359961e284bee21,3e2fcf7ce0b60002777a836132650175,delivered,11/19/2017 16:38,11/19/2017 16:50,11/23/2017 00:00,12/1/2017 22:38,12/14/2017 00:00
949d5b44dbf5de918fe9c16f97b45f8a,f88197465ea7920adcdbec7375364d82,delivered,11/18/2017 19:28,11/18/2017 19:45,11/22/2017 13:39,12/2/2017 00:28,12/15/2017 00:00
138849fd84dff2fb4ca70a0a34c4aa1c,f88197465ea7920adcdbec7375364d82,delivered,2/1/2018 14:02,2/3/2018 02:53,2/6/2018 19:13,2/14/2018 13:41,2/23/2018 00:00
634e8f4c0f6744a626f77f39770ac6aa,f88197465ea7920adcdbec7375364d82,delivered,8/9/2017 18:32,8/9/2017 18:45,8/10/2017 20:21,8/16/2017 18:17,8/31/2017 00:00
6d25592267349b322799e2beb687871e,f88197465ea7920adcdbec7375364d82,delivered,8/26/2018 22:04,8/28/2018 04:10,8/28/2018 12:56,8/29/2018 12:40,8/30/2018 00:00
6d25592267349b322799e2beb687871e,f88197465ea7920adcdbec7375364d82,delivered,8/26/2018 22:04,8/28/2018 04:10,8/28/2018 12:56,8/29/2018 12:40,8/30/2018 00:00
8447ff843b2616c50c0ced28ab1dae03,f88197465ea7920adcdbec7375364d82,delivered,12/20/2017 23:45,12/22/2017 02:37,12/23/2017 13:10,1/9/2018 18:14,1/22/2018 00:00
77e9941864fc840be8e4b1ba5347c0f7,f88197465ea7920adcdbec7375364d82,delivered,8/3/2018 08:59,8/3/2018 09:31,8/3/2018 10:10,8/17/2018 00:49,8/27/2018 00:00
41bb5cee06dbf170878a9ef93ac7e7f5,f88197465ea7920adcdbec7375364d82,delivered,5/14/2018 08:35,5/14/2018 08:52,5/16/2018 14:46,5/18/2018 14:48,6/8/2018 00:00
80d817467dc3d0a4bb5ab8986c962b1f,f88197465ea7920adcdbec7375364d82,delivered,8/22/2018 16:10,8/22/2018 16:25,8/23/2018 14:33,8/28/2018 14:52,9/5/2018 00:00
80d817467dc3d0a4bb5ab8986c962b1f,f88197465ea7920adcdbec7375364d82,delivered,8/22/2018 16:10,8/22/2018 16:25,8/23/2018 14:33,8/28/2018 14:52,9/5/2018 00:00
210e60465099814a1d2c7635e4065153,f88197465ea7920adcdbec7375364d82,delivered,5/9/2018 18:27,5/9/2018 18:54,5/10/2018 16:07,5/22/2018 00:08,5/29/2018 00:00
4b3a605942f29d490cb74bd6ace6b9f0,f88197465ea7920adcdbec7375364d82,delivered,9/29/2017 09:32,9/29/2017 09:44,9/29/2017 21:58,9/30/2017 16:55,10/17/2017 00:00
0c6b011f8a4f87010c23995f5807d152,f88197465ea7920adcdbec7375364d82,delivered,8/20/2018 18:24,8/20/2018 18:35,8/21/2018 11:53,8/28/2018 13:43,9/13/2018 00:00
f2fa3795760c35b8c05fa8e2f09d5143,f88197465ea7920adcdbec7375364d82,delivered,3/31/2018 14:20,4/3/2018 05:10,4/5/2018 00:44,4/7/2018 00:06,5/4/2018 00:00
f2fa3795760c35b8c05fa8e2f09d5143,f88197465ea7920adcdbec7375364d82,delivered,3/31/2018 14:20,4/3/2018 05:10,4/5/2018 00:44,4/7/2018 00:06,5/4/2018 00:00
f2fa3795760c35b8c05fa8e2f09d5143,f88197465ea7920adcdbec7375364d82,delivered,3/31/2018 14:20,4/3/2018 05:10,4/5/2018 00:44,4/7/2018 00:06,5/4/2018 00:00
741fd1b80f015f170a7f458cf86769b8,f88197465ea7920adcdbec7375364d82,delivered,12/2/2017 14:28,12/2/2017 14:38,12/4/2017 21:54,12/11/2017 16:17,1/4/2018 00:00
89165e6d4c28047da0adf13ac8b3e1b3,f88197465ea7920adcdbec7375364d82,delivered,7/18/2018 13:39,7/18/2018 13:50,7/24/2018 14:14,7/26/2018 18:26,7/30/2018 00:00
ad21c59c0840e6cb83a9ceb5573f8159,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,2/13/2018 21:18,2/13/2018 22:20,2/14/2018 19:46,2/16/2018 18:17,2/26/2018 00:00
b2f3763408103bc7173bb36ed02dbeea,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,5/30/2018 22:33,5/30/2018 22:55,6/11/2018 14:44,6/18/2018 23:07,7/16/2018 00:00
00571ded73b3c061925584feab0db425,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,5/18/2017 20:59,5/18/2017 21:10,5/22/2017 15:50,5/30/2017 09:12,6/12/2017 00:00
00571ded73b3c061925584feab0db425,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,5/18/2017 20:59,5/18/2017 21:10,5/22/2017 15:50,5/30/2017 09:12,6/12/2017 00:00
58d4c4747ee059eeeb865b349b41f53a,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,7/21/2018 12:49,7/26/2018 23:31,7/24/2018 12:57,7/25/2018 23:58,7/31/2018 00:00
d1f54c6a2a7015c5687439d6d4e971ba,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,4/27/2017 11:08,4/27/2017 11:22,4/27/2017 11:51,5/15/2017 12:00,6/16/2017 00:00
37d6c8f1b209eab8d1b6522a1a3e4d88,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,12/6/2017 15:26,12/8/2017 02:54,12/11/2017 23:10,12/13/2017 18:03,12/27/2017 00:00
a03ad7057fae696dd18f8967826c209f,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,6/5/2017 13:24,6/7/2017 19:42,6/8/2017 16:18,6/16/2017 14:04,6/28/2017 00:00
f90202d14e468090464aeb4b1f0372ab,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,5/17/2018 08:33,5/17/2018 08:59,5/23/2018 12:24,6/1/2018 23:27,6/4/2018 00:00
5691d72069359cd293ac9a14f1bd5e9b,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,7/23/2018 10:21,7/25/2018 02:55,7/25/2018 13:19,8/2/2018 00:42,8/14/2018 00:00
69e0526abe64c820d4dd97f2b9921e60,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,4/13/2018 14:36,4/13/2018 14:51,4/16/2018 20:03,4/17/2018 19:36,4/27/2018 00:00
b13ea9f410b092728700af281c0b3663,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,9/22/2017 22:37,9/23/2017 10:04,9/25/2017 14:24,10/4/2017 16:49,10/18/2017 00:00
135b582ac1ec8138d4f9f0ef27a7ba36,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,5/19/2018 20:21,5/21/2018 17:35,5/22/2018 10:51,6/8/2018 22:21,6/6/2018 00:00
135b582ac1ec8138d4f9f0ef27a7ba36,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,5/19/2018 20:21,5/21/2018 17:35,5/22/2018 10:51,6/8/2018 22:21,6/6/2018 00:00
01d72d42aaedb3736840132071d51100,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,3/20/2018 12:44,3/20/2018 12:56,3/22/2018 21:13,4/5/2018 18:12,4/12/2018 00:00
b5c4393e0fffc94526b88d47d09dabe3,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,4/22/2018 08:28,4/24/2018 18:05,4/23/2018 17:41,5/7/2018 20:28,6/1/2018 00:00
b5c4393e0fffc94526b88d47d09dabe3,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,4/22/2018 08:28,4/24/2018 18:05,4/23/2018 17:41,5/7/2018 20:28,6/1/2018 00:00
80bef000a2d88b3b23fab45c546c67ff,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,8/15/2018 10:11,8/15/2018 10:24,8/20/2018 13:41,8/23/2018 17:16,8/31/2018 00:00
f1e0c934de40ebae0e965944f581efe8,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,4/9/2018 11:03,4/10/2018 10:55,4/10/2018 20:02,4/22/2018 18:46,5/4/2018 00:00
d8ff3300b44a7aedb4d4ec07202ba6ee,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,7/19/2018 11:10,7/19/2018 11:25,7/19/2018 13:52,7/24/2018 19:28,8/2/2018 00:00
f89e956a35c0e20d28eec0b54ed8a86c,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,5/4/2018 15:21,5/4/2018 15:35,5/23/2018 14:20,6/18/2018 12:19,6/6/2018 00:00
ba0bb30d772cfeebd2419935f389cb2e,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,6/21/2018 12:24,6/22/2018 02:58,6/28/2018 08:36,7/9/2018 19:06,7/19/2018 00:00
ba0bb30d772cfeebd2419935f389cb2e,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,6/21/2018 12:24,6/22/2018 02:58,6/28/2018 08:36,7/9/2018 19:06,7/19/2018 00:00
3c608a571543f2f2b96f2e6cb3a2d10a,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,12/29/2017 14:26,12/29/2017 14:34,1/2/2018 18:54,1/23/2018 20:22,2/1/2018 00:00
72ba48327f234ed87176344f71101b68,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,2/19/2018 11:59,2/19/2018 12:10,2/21/2018 12:59,3/28/2018 17:03,3/22/2018 00:00
814525d9a609035835b96f52ca9047eb,8ab97904e6daea8866dbdbc4fb7aad2c,delivered,8/21/2018 07:35,8/21/2018 07:49,8/21/2018 09:59,8/28/2018 18:24,9/21/2018 00:00
76c6e866289321a7c93b82b54852dc33,f54a9f0e6b351c431402b8461ea51999,delivered,1/23/2017 18:29,1/25/2017 02:50,1/26/2017 14:16,2/2/2017 14:08,3/6/2017 00:00
34513ce0c4fab462a55830c0989c7edb,f54a9f0e6b351c431402b8461ea51999,delivered,7/13/2017 19:58,7/13/2017 20:10,7/14/2017 18:43,7/19/2017 14:04,8/8/2017 00:00
2711a938db643b3f0b62ee2c8a2784aa,f54a9f0e6b351c431402b8461ea51999,delivered,12/22/2017 00:17,12/23/2017 02:15,12/27/2017 19:54,1/9/2018 19:52,1/19/2018 00:00
0a4a2fccb27bd83a892fa503987a595b,f54a9f0e6b351c431402b8461ea51999,delivered,4/20/2017 20:42,4/20/2017 20:55,4/25/2017 08:23,5/11/2017 13:07,5/25/2017 00:00
cadbb3657dac2dbbd5b84b12e7b78aad,f54a9f0e6b351c431402b8461ea51999,delivered,2/27/2018 12:55,3/1/2018 02:48,3/3/2018 02:27,3/16/2018 14:59,3/29/2018 00:00
e346cd9299371b18c0b28e8e29a5e376,f54a9f0e6b351c431402b8461ea51999,delivered,5/17/2017 08:36,5/17/2017 08:45,5/17/2017 10:13,5/23/2017 13:32,6/6/2017 00:00
a5474c0071dd5d1074e12d417078bbd0,f54a9f0e6b351c431402b8461ea51999,delivered,7/30/2018 22:41,8/1/2018 02:50,8/2/2018 10:35,8/3/2018 19:28,8/2/2018 00:00
af66c46c49bdb3bf2f862efb1eb67d81,f54a9f0e6b351c431402b8461ea51999,delivered,7/22/2017 19:16,7/22/2017 19:25,7/25/2017 19:14,7/31/2017 18:17,8/11/2017 00:00
14e6e050a57912543937e93051cc7b2c,f54a9f0e6b351c431402b8461ea51999,delivered,6/24/2018 19:01,6/24/2018 19:20,6/25/2018 15:57,6/28/2018 13:03,7/27/2018 00:00
cefa8ee1540139ac77fa0c1b4ff1f04b,f54a9f0e6b351c431402b8461ea51999,delivered,7/2/2018 12:54,7/2/2018 13:10,7/3/2018 15:04,7/6/2018 11:52,7/25/2018 00:00
5ec8f4e8fe5ee3fd5460b244d0804f9e,f54a9f0e6b351c431402b8461ea51999,delivered,4/3/2018 13:47,4/5/2018 02:27,4/5/2018 23:22,4/13/2018 23:45,5/3/2018 00:00
7156f3e0b94405abcbad1a8c94557338,f54a9f0e6b351c431402b8461ea51999,delivered,4/20/2017 16:18,4/20/2017 16:30,4/24/2017 09:53,5/3/2017 11:43,5/10/2017 00:00
def622b4b003c4749c889dd9a0b43eca,f54a9f0e6b351c431402b8461ea51999,delivered,1/25/2018 23:13,1/27/2018 02:45,1/29/2018 20:37,2/8/2018 18:38,2/21/2018 00:00
955e2b622db1a1f4031ef035ce9a861f,f54a9f0e6b351c431402b8461ea51999,delivered,1/16/2018 22:34,1/17/2018 03:34,1/17/2018 17:26,1/22/2018 23:23,2/6/2018 00:00
cf8f7b73e35cb19ff895c2f45c1ded72,f54a9f0e6b351c431402b8461ea51999,delivered,2/22/2018 15:04,2/23/2018 07:08,2/26/2018 21:04,2/28/2018 21:09,3/8/2018 00:00
bb4f0c21ae6014e40ef007ff6fbcbeb9,f54a9f0e6b351c431402b8461ea51999,delivered,2/12/2017 18:48,2/12/2017 19:02,2/16/2017 14:42,3/1/2017 14:09,3/16/2017 00:00
02aec12849744e266394182861265286,f54a9f0e6b351c431402b8461ea51999,delivered,8/31/2017 17:46,8/31/2017 18:05,9/4/2017 19:22,9/12/2017 20:59,9/27/2017 00:00
f11b36b3bc7bacf06deef862ed611f02,f54a9f0e6b351c431402b8461ea51999,delivered,5/15/2018 09:10,5/16/2018 03:14,5/16/2018 15:47,5/22/2018 20:37,5/30/2018 00:00
343076b69aa1f03ee4beb49cf6baee58,f54a9f0e6b351c431402b8461ea51999,delivered,9/26/2017 11:08,9/26/2017 11:24,9/28/2017 19:33,10/3/2017 18:35,10/23/2017 00:00
f04bfdbef5359607d39e66fccc9cc0de,f54a9f0e6b351c431402b8461ea51999,delivered,9/13/2017 15:07,9/13/2017 15:25,9/14/2017 19:27,9/22/2017 16:48,10/4/2017 00:00
