customer_id,customer_unique_id,customer_zip_code_prefix,customer_city,customer_state
2fcaf832642f3c050776fe4f9a5cfc6e,3e4f7d082101e1bb55fe8a7115049625,36503,uba,MG
8805f5004091e5a6d6732b4b57c94e3e,e14f209ed913d2ecadf37a9d49d35967,3145,sao paulo,SP
ab8844663ae049fda8baf15fc928f47f,02c9e0c05a817d4562ec0e8c90f29dba,8577,itaquaquecetuba,SP
ad0dbbc49ba11e1ee93a974f6be5c81f,577782f64db1967ca343d0515ba9b1d7,87083,maringa,PR
fa71143c40df6a419c2656d2a05dd6b5,83a5ba30a932fa199f0bb83557d3c1c4,14090,ribeirao preto,SP
109752cc7796656c8d504f634e66aead,4b6cbf21433bdded5ea3fad432d707e5,23064,rio de janeiro,RJ
d3d5a2955341122b1b68164dcbbc948e,925d26d2589c983d6e2c33ca7da030d0,72210,brasilia,DF
bd08dfed0cf17e30968943b497ef14ec,44f4b8254709fb130159912889ae1ba4,4061,sao paulo,SP
48c83ab1910a8d95f8702dde180d658b,33d5f77e44abcb42cdfc86854e5fce8c,8560,poa,SP
c2ae100da1116b23a16e73c8decfd378,11e81b9497f68f501ac372f3cc827bbb,90020,porto alegre,RS
3187789bec990987628d7a9beb4dd6ac,6087cfc70fd833cf2db637a5e6e9d76b,88780,imbituba,SC
723aafdd1030cac40ade9dfdce60cdc8,ba16203bf127db33e6b3d5bf70506473,39550,taiobeiras,MG
9e1d60f744e20177e6c2b1062af5c97c,47819e2fe2feece1eaa798f2c2398221,88339,balneario camboriu,SC
5358667640552c9500b4735e5f3a04a2,91dd3e913cf5d632ce605a3689a5126a,42841,catu de abrantes,BA
2a0bf30f53d53c759be496caad1e1ae2,4e012ebff739bde041e02fcabd42d3d0,24358,niteroi,RJ
df4058431c8103750dddc04b0b6583f2,26f17bce4c85dfa04d493059fe609cd5,22261,rio de janeiro,RJ
bf766ad0f00b31ea37a0cd27a0e2b64e,c87944388aa89c72ded8daf1fa95e60e,5002,sao paulo,SP
c624328295d90847765ee77db086b58e,8141b3314eae4933d7029781cd8ee1c5,20071,rio de janeiro,RJ
75c8bc2109f5fb856317aad61dca2dfe,c589ce4c653991c65f29b41c74d50374,66060,belem,PA
58b840c5c97a5749ba962d1e7a857d60,c55641c7b843c3e7baae66b5946cdbb8,35501,divinopolis,MG
c7c5b46bed1f822b95dd5c188664e345,14f4ae28fc0e2d071f707dbe6daaf0e3,28070,campos dos goytacazes,RJ
58dcb42af4f9db51ba00c28ddf479b3f,edd5f04fdd44b267bc93f4dcc01016a8,32241,contagem,MG
f4f2d12420b95f9239bcda119491f2d4,c5f0ff72edaa56e5e8eb0456c3c97ecb,14094,ribeirao preto,SP
fdb50c069d85c482f1ecfde317595741,18c75282901f7db1fe38e8c9a3ce4c12,87120,floresta,PR
9a2fc37cbb653ab398e40a4def78149e,2f36f7f9840f59438b1c21d963291672,39873,machacalis,MG
105a5a1625925a605d7760ad2f26c30d,34c1b07921fed52ec2be5d81b827f3c8,88160,biguacu,SC
4df51d3db5710b8e9f26958d04065d67,ec577f971174c3d33620f2c1fdc78a33,45880,camacan,BA
a925b24d158b3313f54502e1c01806f7,c95ddbcc69a05a31d26fd578250593c6,8220,sao paulo,SP
84d7fc1855828ec6618e352ffc20aeaf,6b9a4c04a3dcc3415b55aebdfd499be2,2998,sao paulo,SP
240c1930c9d4769e7c3f8560e3d30bd1,22d296a5c91c1d3c2404b47e64168707,19807,assis,SP
ab42f0d79cbb06a620ad8cdf613aaa04,684258cc9ab0acff4d21abe3a7c16cb4,66060,belem,PA
4419e2e728754cc482db00c14be62a61,a8b73585f061814653136e5a19d79b03,32235,contagem,MG
6920a12554f2b5a6763c56fe38b84510,812b567d67cbfcfa8f31bdfd5a5ef424,78280,mirassol d'oeste,MT
86258c28f995c44e1d2e5ba3b1f5f0c2,15fdb549aa3d9b08609f35fe0a119fef,31170,belo horizonte,MG
04eec7a0a61d36a9fc40fbce299ea2a0,dc05a2e9bff5838597c6caf8611e5f40,65075,sao luis,MA
3288ae263b202f45dc5d0468cc81a348,990b49a71a548dce2875bae04340bbf7,12580,roseira,SP
1674ec99b39d56ec2aa2329be6a79864,0829b9a7bb7f0ac382c994b6e43aacd3,9693,sao bernardo do campo,SP
7ef73b34b0a8614d82a0756d9ca33f12,88416d14ecec06185dcb5a24a1258c14,19600,rancharia,SP
4096f24d2935605bc5cb80c294485ea7,9f3370b5197872a3f83ee2862413129e,79150,maracaju,MS
a1c1928fbe0263c93dd26d1c061b586e,2cf4b7a743230f8360fe09922727ff92,84200,jaguariaiva,PR
c73286ecf213e8bd89fce93c28d24f1f,1201e8484f2158b3dbdb0186ef20e8ea,3127,sao paulo,SP
b7249df0932991a039bf6336c9524fda,826cb3c87cc2985c802c91d0d00c4673,64056,teresina,PI
f1de7e62c59c215f024ba7de9744fba5,160180e0644285400315b519a21f0e47,3828,sao paulo,SP
04497bfb0621c08c82b50b7aa5de95e9,682e515bc08d5cd4e70322fda54dd095,89340,itaiopolis,SC
e7c5f957b0de4d073c09a91b8bfaa215,932a72c073c57e644beff5c85010c0a1,35610,dores do indaia,MG
559c943730c2672a55b5a5201f58713a,aedbffbe1f13c1f0f21d9005bed26c92,74275,goiania,GO
a26ba58154606a5f719ffdca754e773b,51f94550d7bcfad6c7c91700954a597a,18130,sao roque,SP
0b740973d0afec9625bbd885a48c9faf,3c166bd80203dfb723ba32f64bedd87b,78390,barra do bugres,MT
0ecf8e0a08148af0bf313184f167670a,fffea47cd6d3cc0a88bd621562a9d061,44054,feira de santana,BA
74e3e0cdfd168eacecf2e86a6b2b5723,ae3e48f07b8242fa45f29dca1ce36a08,36202,barbacena,MG
f315e987b6e111d0b9f8e1dc6c5b3948,768bce472c15c6f94a12446c1ba6dfef,70757,brasilia,DF
c436e7d0f83e0e21fb874d8944eb85a7,a3fa9f85ff02862dd94e82ace1f4f245,20511,rio de janeiro,RJ
a96941aa31727872b3e6b1a5792bf3ea,1b6ba877c37807c18ce0b9e0c3c8cd86,35600,bom despacho,MG
b8a5c16528757594028cc97c84dae4c8,29a43f0feba16aff6f0bc20b8cf80864,3088,sao paulo,SP
323e07613fbfecebb13d5074eba34ba2,486d71023877be2d259d015f915f8c81,20560,rio de janeiro,RJ
b2f3350f0fcfb2df7ee8900d9fecff57,fc9288f642532bfeb74f1a54736dcddf,38770,joao pinheiro,MG
92ec846ffd177f0850f3a69b5ed861b1,57a073a9e3915e1bd5f4de5f99b3cb6c,43820,candeias,BA
94e4969b72d31602e59dbb8d2c7c1d09,1f7dc38d123a145e63608b9825f615ba,11010,santos,SP
d01c7d818c6b39a0657b11a9e85f99d2,92b80c0469a342c21683275fb38ffd60,18530,tiete,SP
469bd5019cd9eb4e96fe8eaacc7a7cad,6d2366521f257796f9213debb77e341b,22450,rio de janeiro,RJ
b98f0b88c55d93ee3e2f03a3da19af76,85f0c98eb4f9479f80ffb3f389e409ba,58801,sousa,PB
049e8e4f78c32efa4ea436ef3c850515,617c1346c5d00421cb61fd2436955ffe,13454,santa barbara d'oeste,SP
7fdbfe237a74f478ff41c54678f104ab,3de8a3becddf5418bd75a3a695ebb6a3,16920,castilho,SP
452cb05b9c1a46b6cc490b03122044af,05f20ede6bed5ad392953e8b43583336,6386,carapicuiba,SP
4899884819536b44b5b533849b3683ce,99e81755475a6a171eb34ee82233aca6,15105,potirendaba,SP
92eca7f9b394bf80e4151f66a4bb0130,e6851148d62886a219bc408b9cdc3fb9,88030,florianopolis,SC
4eb36ac5c2c84dffaf7bc5bc7d5dbc25,4d0972c1b62fd1ed1e62fef8c49cb678,99200,guapore,RS
d55c1ef474adda522c82c7c543753051,67f8c6bfa8bb32bc0248f8385ac48088,22723,rio de janeiro,RJ
e1eb245dd677f80c7f2248aec3aa6bfe,51325af30afd21d957ae43793aeb62c9,4516,sao paulo,SP
830ae12e8094f25ccbcac7f66c713ab8,58ef66208225145b718a2c28869ead2e,3509,sao paulo,SP
f9da299d78e82ab667e1061f2850cd29,fd68d6bed980e50c61d27ed3a756bcc8,89560,videira,SC
f5cfbcc3ab365d919d7de5d09b6dc65f,5c258ab1ab8ededc8f75931d237b6cfc,95099,caxias do sul,RS
e9b3c56a4e1098945e14219f16a1d314,fd1b8e430580d6e54c9da5f8e5dfea74,22743,rio de janeiro,RJ
c9123cd3a990ed36a78adb8c5533d238,427ea138e3dde71c2c80ff9fcf27e398,21070,rio de janeiro,RJ
122ebc312342fd97b92fca93ee20ac06,fcb030a53d324f1642eeed9a05c75d7d,89282,sao bento do sul,SC
eb6fe4f7dfa98e8ff658e2655a0e4815,240f601d04eca6821d5b4d9f9a7dc477,99070,passo fundo,RS
5d72529b6ab4493b72ba6a4debce51d5,d4f553d430d80edc3fd954edebae33db,21610,rio de janeiro,RJ
f6e0ef71d5db485c5d842f12dd67ba37,b385b62519a0bca70eb07f4bd41fdefd,25225,duque de caxias,RJ
b7e1cdbc345ccda77104fde38f626d5c,6d51a2478f601d2b0382d163a5a01958,37950,sao sebastiao do paraiso,MG
24eb7fecd26f437d627bb3e13260e6b6,42220e1308d3a09f7b81ccd9b435f3a9,29118,vila velha,ES
10faf9e153a1ce492d6d06a2a8006df7,2975f73296ceeadcbd508aee89be1822,93265,esteio,RS
4734f4333bded5aa9666a99377672440,95e3c8fd4233b735843cfa9f150ce487,21070,rio de janeiro,RJ
fa862bbcb6d5712cab0a6d2925b23b39,97a56a42e33f40f1ba29fd669fd1376d,93700,campo bom,RS
069cc8646fca6d760e049d8a4bc0c334,c7a1aad0a8d345d73a52343e36daa6e9,8072,sao paulo,SP
9e5762a5cd19d0417324f901120a2ea7,16bf924f32df7c2607fac42a6682293c,35140,tarumirim,MG
40390a1ff116b1f94606d89075be6cc5,b491415601f1ff86ad985f8111453dff,60850,fortaleza,CE
ae8c522659d1a11ca866cf201172abcb,cfb625ebdd50ea49e77855bee4108a5d,5083,sao paulo,SP
fe7abd700836b4f8d8a8a87624f4071a,2eb8f28bbd03732a4bd48235d8f6f21e,21321,rio de janeiro,RJ
6d79c0a5b49bf9be596804730aa741aa,ba80c4386fc7a19b3cc2b3ca08d4e99e,23953,angra dos reis,RJ
b257997a1becf344c617bb61240ad14f,aa55fd1328245d3aa3b2e7d76e04554d,48904,juazeiro,BA
167678714d0cb453ff7a6e88214374e8,dd328233b8fb73556476f3beae832691,32623,betim,MG
a165bbcd18583f186f22de35b73dc934,41bd58e15aabe5a924b7fd41b864eb64,13253,itatiba,SP
2bf569d940353f09136cab77b1e0e5a2,7d4dfc0bf8e640018fb91f2dc519aaf6,74684,goiania,GO
5d9bc2aa134dd8adae770399d88f42c4,1bd5d0c2a8d4401513a58bb76c10a1d1,4619,sao paulo,SP
c7ee731467a6da2fa41787bcb6ce05f6,fe222e7dcf318adbf741789c7dca025a,30320,belo horizonte,MG
d2982ce1bd915c65f75e78f79031f45c,22b371b4e2e4dcd69902133d6b11aa59,95700,bento goncalves,RS
e58f98729a032e4a32475e8592ce6bd2,3ae49bff8b4dcba7efea0f5f928b3f82,64014,teresina,PI
213083b940361e8f479171420a9a71eb,2d3e5076f14d42da578f63cec9644b9b,3161,sao paulo,SP
399d1e628c48b7c3b6389098be566cfd,0ee84527dd65b0a7fadd79df2fc273fe,2377,sao paulo,SP
b5fea8074c76ea7879ee702452dcacff,a4a05fc5a388252d26bdc513b0ef9adc,11085,santos,SP
4a421d8ffe9d45d86fb36abe25c57013,604007d5f81b82743c4b931c9f57d1d6,29047,vitoria,ES
1e0ecdd1a95175877636d4d57ac4775c,dbfcc5deb3b691c5e01287d8a4b1efcb,90650,porto alegre,RS
b2939ba60688ad38a646e5ad35052707,87689ecb1658b91df3cefee2142b948f,89802,chapeco,SC
8d0705b3e380f94aacb2c36ecc0bd425,728c940d821dd0f5b9cb7d77cba38803,8431,sao paulo,SP
baf986694ca78eadb2db3922ea0d2e4b,a402576f8c348a51dbf00f9a615737f8,75780,ipameri,GO
eec4493fdd2bc290c6403a8b8b1af13c,a9077a556659b6baddf1c2966b03d17f,5539,sao paulo,SP
a178d9b6b37f806862322140af76d744,2378eeed2dcf1e43fc9ffcbb93e04827,28890,rio das ostras,RJ
9d41ac70d57de4ce5e134246bfe7b237,cbd08b04b3f301152b7570da5e9c8cc4,80730,curitiba,PR
c9e7574711d3c581d3f8acb0f5f116a1,7100235a23d038c350d874918e90a42d,4164,sao paulo,SP
346be88910055e5e31770b8278085af3,099fad9e8f7dfbd0412c300bcc697e0b,65912,imperatriz,MA
bc530a094537f0c6a7645e89b29bc650,02dd4969c23207b44ef9252dd7ef59f8,13841,mogi-guacu,SP
347571ef4eb58a43834a327e2e318ff8,1dfbdc636de09adbcdbc3d34e15084f3,71929,brasilia,DF
9ece655f10c367e6839d25c4a46ad673,b9683d6a646f9b6f7b0a1889d00e3154,13341,indaiatuba,SP
8541c88bbd489fe5593ab37fcca9f6bf,fd33f75cc59712d6fde968ddfb105e6b,89201,joinville,SC
8c00f372a13786c5028887ab82250956,8faf7d578c01ac864da5b942a4a0a3c7,22740,rio de janeiro,RJ
66803c74df107dfbfc7492cd887c7401,a571a2a1134b8ec2b756a6907dbdb8dc,21330,rio de janeiro,RJ
d509b15d76fa06fec11c8ec5ddeccb12,266ae48d39699b688fab56339e81c2d1,11025,santos,SP
ed8281fe17bd28cb00b79f98fba9c537,165fa6c178075605309f0f6a46ee6e04,29107,vila velha,ES
06248334dd53daa8b7aed74c27c6186d,c96f5b413d24be67b098846784c2fc60,26700,mendes,RJ
c829c3889a5a46c6a74212c987c1a78c,3e5b2a9f72b2d0d6ab8458da3fe7eb74,50870,recife,PE
44bc1775b9a28ebe3292e12b53337443,8cba4050ca73942b09cc92f25b21f05b,78840,campo verde,MT
e436ed5e3618131594f326ad13dc6c10,23a886ebce4bc86212c72f669a9bdb31,98780,santa rosa,RS
a01515e4086971d3bdd9b13283c6c5b1,c7d0a20c76156bfdb46296ff08c36537,5143,sao paulo,SP
02ed2cff54eb047cdbe79dd0535945d4,757921c3d0047781031e9bcbaf2c393c,5119,sao paulo,SP
ef0bee024200ff71b3a534c5db157e06,451910aefe018958ef7b401b88a9a171,84070,ponta grossa,PR
97979d55a21d30d70f19963d62df5de7,aecfcfbdbed5deaea72b8f500f5bd071,8161,sao paulo,SP
4e46d8da3f58d1c99839a534603f28b8,3e7ac88fcebf632fb01dd58bd3522ea6,56200,ouricuri,PE
8eb70e6a3cafa3996513b3b3add195fc,6e095a91288b1e81172763e2668379a5,12221,sao jose dos campos,SP
90e210b134f06595fe4b6a70d1187eef,8fa9794287d53baf3d08e2fd2d73a44f,28890,rio das ostras,RJ
76f33f575424fcd2bfaa1e1d183497a8,eb465f0f26a21b98e20073a31ccafed0,37550,pouso alegre,MG
b9ed552047d9caec7b90ff5f1cbba509,6a4b9eb72b83befc39e5142f18549aa3,96506,cachoeira do sul,RS
3aa733464591b63ba16abe084903a511,d104a1857bcb78c73dec2ac5a46ca210,28660,bom jardim,RJ
7b6c23de3037071d2b6b35fd19365405,ff11d3fea0c002ef421b75fbfb7b81b6,31995,belo horizonte,MG
90412aa593075b1ec797a9dd70c36881,fce50ad3a674fe1e7f05356abc3ee2c3,18274,tatui,SP
93f44a625d614fc2af27b2bd4ce2874f,a5a169a9ce0d3f227bffba6810abb8b3,3158,sao paulo,SP
f69b83b4326708e8cf591dd24c1e104e,441a1955fe5e041bf92298b9f99bf424,23087,rio de janeiro,RJ
0c7ae540b88a62ff59ef9d1602317254,f0429420d07ad62d9c63fcf889284c12,22231,rio de janeiro,RJ
36835ef37cf8330cd51ce0dd0dc39bf4,ec561cd339eb528f6b00dee91dcd43cc,77403,gurupi,TO
c2399a4f182aa68dd5c49ed917d90587,3326fa86d549a0bd852d45182d1d466c,12630,cachoeira paulista,SP
b3d4eaa1f3aaae50a2204927d522881b,1cffe914fd505484a255de979f2eb4ff,36087,juiz de fora,MG
a1374f269ff1b4e12688de1df1be6e71,7ca08b0335744e749a9427d7c380fcb0,93425,novo hamburgo,RS
ab5e250b91db7cff17070cdf5cad37ee,76355fb3e7cfd10805e28e4bfbddda37,38810,rio paranaiba,MG
61c2e2b154c006a3adc73f68f1df6fd9,741196e4796c95631b0ca9b42a2fc781,13610,leme,SP
1d63533f078557f7ef9ebece8482cc21,53450c9f7c8f500dfffa60a6e1f8187b,68904,macapa,AP
74081feb88afbf611f4bb95713970ca2,91649e225c832551bd36ef7f13c46f3e,86870,ivaipora,PR
b2b4d80645cd613edb31955f2e5f59d1,730dc8ae933c09adf0f7d56967e0c804,9843,sao bernardo do campo,SP
103cbbe2fce0fa4f691ee116695f2744,9fc2f730e408821a607bf0680c47077d,26022,nova iguacu,RJ
d659428755680b7c518a5409d40bf90e,e6eaee40c7a7c72731ecba5debb98324,59350,santana do serido,RN
d738c27ec39bc3dc997ca02f61c2616b,4a8c54de2f981958abee50ece6b93c71,13872,sao joao da boa vista,SP
3714910fc491aa32f9625b7b06f7b41f,35f7bcf259362c5749d5b5d5aa0b9e87,30421,belo horizonte,MG
c39bde0d4030d5e31e654f0c20db9786,8e4404700874036dbb2c606039875e1a,12243,sao jose dos campos,SP
beff7f4cbb7cccca1de04a53004a4674,944112881a579a3dabb08c41a05a606b,8080,sao paulo,SP
233ce0fc0c9cee5a2d1f4008f36e8fd1,7255d198dc74d947412221c2385aca83,7241,guarulhos,SP
86042c8472794b41d03cfe051f3bd9de,e34db2a708052454521174717265adc5,35500,divinopolis,MG
569f639f26de23f683111fee0340d268,d7c03aec3cda815b999d85b585fdf3e5,35430,ponte nova,MG
ac69761241fd49d49eaf17d92e602fd3,9c484b592be6888bb7af73463850f1c8,39185,sao goncalo do rio preto,MG
b9223d6492555dae908f216435580a9e,0ea93f58e1bc48c6e86b79d2df6d51dc,89900,sao miguel do oeste,SC
5524a27b081b2e80b7c3efac832e4db9,189083a27b0603ef266e08de7abaf159,6540,santana de parnaiba,SP
bc24331464260dc480e8381acfa73e9a,fb83c342d48ae2f55e1a58a21694f293,4575,sao paulo,SP
0aad653c95d2d993aebe800c60a35558,31380ad989067d1aac622b1eeadeabf4,25065,duque de caxias,RJ
884cb068b728ba5182193c49d631513e,991a62b62d1cb282bb7d8302cd90a6cf,29280,iconha,ES
5e5e6470cb171508e864b8fc75379c73,14c310d62bcd7be319b54b747eeaee62,39680,capelinha,MG
e49e2af32c3082a1fdc8f5dc5c5dee7f,1fc7b8501b2c236f357f215715e6ca1e,30150,belo horizonte,MG
bc36ecb96b70fc069c568bdc3a4c0307,ac4dec1a2646006d63303bad83de6bfb,22790,rio de janeiro,RJ
349831a25e77f136daa5f6363e8ed5df,7c900ea30f36191d4d2016c82c65f708,48903,juazeiro,BA
7238ed1e0d25683b9b65e1039e9d942b,8a9a81879cbda02fa71d4addfb1a446c,37550,pouso alegre,MG
d09912ab4d57d91188059d6217cff2ca,66081efeaa75cfe676170431bca81afe,25520,sao joao de meriti,RJ
b77a36877fb9b74ab4dec5f4e939419a,648c4c2cefed3d28d6af80b6ddbd7563,3478,sao paulo,SP
09fc8ff1b2ecc31dcfe55d4ff7e4314b,da5af046669c1e45972ab1b7bcea6723,13061,campinas,SP
54455e3cc22a40be4253b6f3619927cb,3c3a900fac26fc4018fb1735da353166,68540,conceicao do araguaia,PA
4b6525e692ac07e96bb6af495504f6fb,ece908ca0502def5dd56deca8a5c67d5,7600,mairipora,SP
