order_id,order_item_id,product_id,seller_id,shipping_limit_date,price,freight_value
83018ec114eee8641c97e08f7b4e926f,1,c35498fbb4358837ae16850f50c3fd22,70a12e78e608ac31179aea7f8422044b,11/1/2017 16:07,76,16.97
ecab90c9933c58908d3d6add7c6f5ae3,1,c0db539123a403f670c50237d970b215,f7720c4fa8e3aba4546301ab80ea1f1b,3/1/2018 14:28,30.1,33.24
1790eea0b567cf50911c057cf20f90f9,1,2d8f2be4f08788ee3bf5356af2b2ee6c,d91fb3b7d041e83b64a00a3edfb37e4f,4/22/2018 22:10,186.9,38
6ebaec694d7025e2ad4a05dba887c032,1,e251ebd2858be1aa7d9b2087a6992580,001cca7ae9ae17fb1caed9dfb1094831,5/24/2017 14:05,139,14.72
d17dc4a904426827ca80f2ccb3a6be56,1,ba4bfbf74dbe7ab37e263b9326da0523,f8db351d8c4c4c22c6835c19a46f01b0,5/18/2017 20:42,36.9,17.92
2ce1ad82022c1ba30c2079502ac725aa,1,f35927953ed82e19d06ad3aac2f06353,669ae81880e08f269a64487cfb287169,8/17/2017 04:15,115,15.56
a685d016c8a26f71a0bb67821070e398,1,ebd7c847c1e1cb69ec374ae0ebee1f4c,391fc6631aebcf3004804e51b40bcf1e,3/17/2017 18:14,84.9,14.36
8f06cc6465925031568537b815f1198d,1,12087840651e83b48206b82c213b76fd,5b925e1d006e9476d738aa200751b73b,11/21/2017 11:46,299,18.34
ccbabeb0b02433bd0fcbac46e70339f2,1,89321f94e35fc6d7903d36f74e351d40,16090f2ca825584b5a147ab24aa30c86,2/27/2018 03:31,27.9,15.1
686541986ecfb7d9296eb67719973bf0,1,3014e35fd70fce29095ced5cdc89f4ce,5656537e588803a555b8eb41f07a944b,2/15/2018 13:35,24.89,15.1
68e48e68da1f50f7c5838ea75e3a20dd,1,a659cb33082b851fb87a33af8f0fff29,817245bcc3badd82bbd222e0366951a6,6/22/2018 17:00,84.9,13.25
68e48e68da1f50f7c5838ea75e3a20dd,2,a659cb33082b851fb87a33af8f0fff29,817245bcc3badd82bbd222e0366951a6,6/22/2018 17:00,84.9,13.25
68e48e68da1f50f7c5838ea75e3a20dd,3,a659cb33082b851fb87a33af8f0fff29,817245bcc3badd82bbd222e0366951a6,6/22/2018 17:00,84.9,13.25
68e48e68da1f50f7c5838ea75e3a20dd,4,a659cb33082b851fb87a33af8f0fff29,817245bcc3badd82bbd222e0366951a6,6/22/2018 17:00,84.9,13.25
6abaad69b8b349c3a529b4b91ce18e46,1,3dd6c9d499e7c311a29e08afe1fd8fc6,537eb890efff034a88679788b647c564,2/21/2018 09:47,42.9,14.1
82bce245b1c9148f8d19a55b9ff70644,1,a5a0e71a81ae65aa335e71c06261e260,c8417879a15366a17c30af34c798c332,4/27/2017 05:15,38,15.56
82bce245b1c9148f8d19a55b9ff70644,2,a5a0e71a81ae65aa335e71c06261e260,c8417879a15366a17c30af34c798c332,4/27/2017 05:15,38,15.56
82bce245b1c9148f8d19a55b9ff70644,3,a5a0e71a81ae65aa335e71c06261e260,c8417879a15366a17c30af34c798c332,4/27/2017 05:15,38,15.56
82bce245b1c9148f8d19a55b9ff70644,4,a5a0e71a81ae65aa335e71c06261e260,c8417879a15366a17c30af34c798c332,4/27/2017 05:15,38,15.56
82bce245b1c9148f8d19a55b9ff70644,5,a5a0e71a81ae65aa335e71c06261e260,c8417879a15366a17c30af34c798c332,4/27/2017 05:15,38,15.56
a910f58086d58b3ae6f37aa712d377b9,1,75d6b6963340c6063f7f4cfcccfe6a30,cc419e0650a3c5ba77189a1882b7556a,9/22/2017 09:35,56.99,15.84
a910f58086d58b3ae6f37aa712d377b9,2,75d6b6963340c6063f7f4cfcccfe6a30,cc419e0650a3c5ba77189a1882b7556a,9/22/2017 09:35,56.99,15.84
ec341c54a5ebf8ee0a67a8632aa7579b,1,22f5b63060a1185e5ec7721efd622321,4c8b8048e33af2bf94f2eb547746a916,8/31/2017 17:04,14.82,15.1
20e0101b20700188cadb288126949685,1,64d0feb1bcf9c7fe7b5dad3271c10910,e5a38146df062edaf55c38afa99e42dc,1/26/2018 19:36,89.18,16.38
86f21bf63784876b9fd6d35f46581d72,1,5526b1ae9ab2688cf600783cece249df,0b90b6df587eb83608a64ea8b390cf07,4/23/2018 22:49,98.44,22.4
f7959f8385f34c4f645327465a1c9fc4,1,c1234c80dafde7ef3311b3eabd5069ed,dc4a0fc896dc34b0d5bfec8438291c80,4/11/2017 08:05,17.9,10.96
bfe42c22ecbf90bc9f35cf591270b6a7,1,71225f49be70df4297892f6a5fa62171,e5a3438891c0bfdb9394643f95273d8e,1/31/2018 22:16,27.3,15.1
47770eb9100c2d0c44946d9cf07ec65d,1,aa4383b373c6aca5d8797843e5594415,4869f7a5dfa277a7dca6462dcf3b52b2,8/13/2018 08:55,159.9,19.22
a4591c265e18cb1dcee52889e2d8acc3,1,060cb19345d90064d1015407193c233d,8581055ce74af1daba164fdbd55a40de,7/13/2017 22:10,147.9,27.36
e69bfb5eb88e0ed6a785585b27e16dbf,1,9a78fb9862b10749a117f7fc3c31f051,7c67e1448b00f6e969d365cea6b010ab,8/11/2017 12:05,149.99,19.77
403b97836b0c04a622354cf531062e5f,1,638bbb2a5e4f360b71f332ddfebfd672,c4af86330efa7a2620772227d2d670c9,1/12/2018 19:09,1299,77.45
f3e7c359154d965827355f39d6b1fdac,1,e99d69efe684efaa643f99805f7c81bc,55c26bcb609f480eb7868594245febb5,8/14/2018 03:24,89.9,14.21
fbf9ac61453ac646ce8ad9783d7d0af6,1,7b717060aa783eb7f23a747a3a733dd7,c0563dd588b775f2e37747ef6ad6c92c,2/28/2018 02:30,109.9,15.53
dd78f560c270f1909639c11b925620ea,1,00baba5b58e274d0332a0c8a0a66f877,d3f39f05462b79a4562d35893a28f159,3/16/2018 02:30,47.9,12.79
91b2a010e1e45e6ba3d133fa997597be,1,ba74c6b75d2ad7503175809688d5a03c,7d13fca15225358621be4086e1eb0964,5/9/2018 12:55,178.99,13.69
60550084e6b4c0cb89a87df1f3e5ebd9,1,9b37a918bcf2c8e1064e867cf1df4637,f27e33c6d29b5138fa9967bcd445b6d5,3/1/2018 02:10,39.9,26.89
5820a1100976432c7968a52da59e9364,1,1deda1acffb44ed38494667d7e49a9f3,f52c2422904463fdd7741f99045fecb6,7/31/2018 11:44,33.9,18.34
854f58d1737ef431b98a28f2149a7125,1,6b3c88110203820df52c762cd2d2e80f,25e6ffe976bd75618accfe16cefcbd0d,12/11/2017 09:27,65.5,9.34
a93b122106fb3a1e62510b02010af8d2,1,a59fb60fddcc72a9878b7ed5cb69d8e4,7040e82f899a04d1b434b795a43b4617,7/18/2018 12:05,14.9,12.79
35ae4b5e235b60c40502a1a5cab8f2c3,1,15be8ab92cd1c32b16ff30292ef39991,7a241947449cc45dbfda4f9d0798d9d0,7/17/2017 11:24,139,13.1
aa58786ae7761db159be7c5bd27ee68a,1,0968920dc8f4359a307bae3d69169e12,4a3ca9315b744ce9f8e9374361493884,11/12/2017 22:31,109.9,13.79
17cdd5bdc8a431a301cfc6915f8e8a27,1,85079e05da087cff3c178a21a5de1015,f262cbc1c910c83959f849465454ddd3,3/15/2018 02:30,14.99,19.04
b5874324518a48132da83d062f675fb3,1,98d61056e0568ba048e5d78038790e77,8581055ce74af1daba164fdbd55a40de,1/24/2018 23:16,160.55,16.83
2f7629415fce83aab452e69eda981a49,1,423b46d7ff817b1cd19ab195c7b76546,6560211a19b47992c3666cc44a7e94c0,5/5/2017 01:32,45,10.96
f1ff54491e3729e182eb5a21cb6792a7,1,e0cf79767c5b016251fe139915c59a26,da8622b14eb17ae2831f4ac5b9dab84a,4/2/2018 04:10,29.9,7.71
b664b3e09fd91f223359961e284bee21,1,af3c32ffb86784d96ad53372364b9d3d,6c177e38df6d3f34182b1f1d427231bf,11/28/2017 16:50,150,16.49
949d5b44dbf5de918fe9c16f97b45f8a,1,d0b61bfb1de832b15ba9d266ca96e5b0,66922902710d126a0e7d26b0e3805106,11/23/2017 19:45,45,27.2
138849fd84dff2fb4ca70a0a34c4aa1c,1,304fad8dc4d2012dc4062839972f2d96,6860153b69cc696d5dcfe1cdaaafcf62,2/8/2018 02:53,39.47,13.37
634e8f4c0f6744a626f77f39770ac6aa,1,69d980b4120a76616d7b237d731d6156,744dac408745240a2c2528fb1b6028f3,8/15/2017 18:45,219,15.28
6d25592267349b322799e2beb687871e,1,c3ba4e8d3cb30049213b682e751e9d00,6560211a19b47992c3666cc44a7e94c0,8/30/2018 04:10,93,7.91
6d25592267349b322799e2beb687871e,2,c3ba4e8d3cb30049213b682e751e9d00,6560211a19b47992c3666cc44a7e94c0,8/30/2018 04:10,93,7.91
8447ff843b2616c50c0ced28ab1dae03,1,7a10781637204d8d10485c71a6108a2e,4869f7a5dfa277a7dca6462dcf3b52b2,12/29/2017 02:37,219.9,18.79
77e9941864fc840be8e4b1ba5347c0f7,1,a01d1cbb398e386a4a8f8364401a7584,d566c37fa119d5e66c4e9052e83ee4ea,8/7/2018 09:10,65.9,37.37
41bb5cee06dbf170878a9ef93ac7e7f5,1,43ee88561093499d9e571d4db5f20b79,23613d49c3ac2bd302259e55c06c050c,5/28/2018 08:52,10.9,12.79
80d817467dc3d0a4bb5ab8986c962b1f,1,425db55cb3b0f5b18a2d9964da31c3c0,2a84855fd20af891be03bc5924d2b453,8/24/2018 16:25,49.9,16.54
80d817467dc3d0a4bb5ab8986c962b1f,2,425db55cb3b0f5b18a2d9964da31c3c0,2a84855fd20af891be03bc5924d2b453,8/24/2018 16:25,49.9,16.54
210e60465099814a1d2c7635e4065153,1,b69eb25e3a4def8e9cddee18712e0c5e,8ed8ea9a57c862f2c18c2fe41f601d56,5/11/2018 18:54,199,32.79
4b3a605942f29d490cb74bd6ace6b9f0,1,ffd4bf4306745865e5692f69bd237893,d98eec89afa3380e14463da2aabaea72,10/5/2017 09:44,29.99,8.11
0c6b011f8a4f87010c23995f5807d152,1,1600dcf1cea8c0c83702e07b577ab231,6560211a19b47992c3666cc44a7e94c0,8/22/2018 18:35,43,23.02
f2fa3795760c35b8c05fa8e2f09d5143,1,120fa011365fc39efe382cba4e50999e,da8622b14eb17ae2831f4ac5b9dab84a,4/9/2018 05:10,179.9,8.41
f2fa3795760c35b8c05fa8e2f09d5143,2,68a058d125ba1544e726898f0b8c0523,7c67e1448b00f6e969d365cea6b010ab,4/17/2018 05:10,119.99,28.05
f2fa3795760c35b8c05fa8e2f09d5143,3,eab67bf937aaadc19f83383a331d2dd9,7c67e1448b00f6e969d365cea6b010ab,4/17/2018 05:10,149.99,32.05
741fd1b80f015f170a7f458cf86769b8,1,2b4609f8948be18874494203496bc318,cc419e0650a3c5ba77189a1882b7556a,12/11/2017 14:38,89.99,16.39
89165e6d4c28047da0adf13ac8b3e1b3,1,5f42d57952b7815098979a5c4fa6f82a,c70c1b0d8ca86052f45a432a38b73958,7/24/2018 13:50,110.32,8.03
ad21c59c0840e6cb83a9ceb5573f8159,1,65266b2da20d04dbe00c5c2d3bb7859e,2c9e548be18521d1c43cde1c582c6de8,2/19/2018 20:31,19.9,8.72
b2f3763408103bc7173bb36ed02dbeea,1,1b88c133317c3f2b8c53b6048f2dc8b6,54965bbe3e4f07ae045b90b0b8541f52,6/7/2018 22:55,359.9,42.59
00571ded73b3c061925584feab0db425,1,8695c431b31927efef5343e675f279e7,fe2032dab1a61af8794248c8196565c9,5/25/2017 21:10,179.9,15.01
00571ded73b3c061925584feab0db425,2,8695c431b31927efef5343e675f279e7,fe2032dab1a61af8794248c8196565c9,5/25/2017 21:10,179.9,15.01
58d4c4747ee059eeeb865b349b41f53a,1,1613b819ab5dae53aead2dbb4ebdb378,16090f2ca825584b5a147ab24aa30c86,7/26/2018 03:45,27.9,7.46
d1f54c6a2a7015c5687439d6d4e971ba,1,689b01074243aeee72049c8da42d2e22,3d871de0142ce09b7081e2b9d1733cb1,5/4/2017 11:22,68,24.97
37d6c8f1b209eab8d1b6522a1a3e4d88,1,111d0b1e69f349615615113cf6b275fa,6d66611d7c44cc30ce351abc49a68421,12/18/2017 02:54,25.9,9.34
a03ad7057fae696dd18f8967826c209f,1,941fede5c398c3c84cac6e6c832c2b11,c68fb906c8f4b4b946d8386bfa6e5467,6/13/2017 19:42,52.88,25.21
f90202d14e468090464aeb4b1f0372ab,1,0a57f7d2c983bcf8188589a5fea4a8da,4869f7a5dfa277a7dca6462dcf3b52b2,5/22/2018 08:59,96,6.56
5691d72069359cd293ac9a14f1bd5e9b,1,8c0fd3e89ebf51f2fcff46abbc4eca05,715bbd5ba4e6b74cb0d2f29eb45058b0,7/30/2018 02:55,34.9,37.15
69e0526abe64c820d4dd97f2b9921e60,1,73a1c27772beb35c2b0caf9a809570f8,b4ffb71f0cb1b1c3d63fad021ecf93e1,4/23/2018 14:51,20.4,7.39
b13ea9f410b092728700af281c0b3663,1,72ef87b1953a2844ed089bd6dcf73913,8c16d1f32a54d92897cc437244442e1b,9/28/2017 10:04,61.5,16.19
135b582ac1ec8138d4f9f0ef27a7ba36,1,9f51209599d82cd4c08f2d1c9442f507,45ba18c210d42734ec52c0c1c574e9ee,5/23/2018 17:31,18.99,18.13
135b582ac1ec8138d4f9f0ef27a7ba36,2,04566e1a1afa83470b25c2642706fc32,b6d44737c043328708f6749c2dbe50bd,5/23/2018 17:31,65,18.13
01d72d42aaedb3736840132071d51100,1,8d39a63db6a98e40571f486e0c711cf7,c826c40d7b19f62a09e2d7c5e7295ee2,3/26/2018 12:56,147.2,18.91
b5c4393e0fffc94526b88d47d09dabe3,1,f14d112d3db74fc2977850a25cab3d5d,ececbfcff9804a2d6b40f589df8eef2b,4/26/2018 09:31,78.5,35.14
b5c4393e0fffc94526b88d47d09dabe3,2,74528b0886c5bd579dc5794d8c8c4f2b,ececbfcff9804a2d6b40f589df8eef2b,4/26/2018 09:31,84.99,1.76
80bef000a2d88b3b23fab45c546c67ff,1,bed8edcc8479914748b6e6173513b3eb,e504a4e2efaa45cbff7e268a2c58c956,8/22/2018 10:24,89.9,17.76
f1e0c934de40ebae0e965944f581efe8,1,7ffd59e4a33610e863f39cd3040ae7b1,8f580d36c1e9d6fbce95283403c7d447,4/16/2018 10:55,795.95,23.45
d8ff3300b44a7aedb4d4ec07202ba6ee,1,e3f7b3cbb0ccf1f1e361e6974b22e346,1835b56ce799e6a4dc4eddc053f04066,7/23/2018 11:25,41,13.87
f89e956a35c0e20d28eec0b54ed8a86c,1,143f3709e0b16bb2f1f5737e74ec15bc,c4d51195486dc781531876a7d00453d8,5/14/2018 15:35,231.54,38.31
ba0bb30d772cfeebd2419935f389cb2e,1,05f9d035b92494874148f32f940b0f4f,eb9cd5b35d95206585e2185318cb5c61,6/28/2018 02:58,190,21.28
ba0bb30d772cfeebd2419935f389cb2e,2,05f9d035b92494874148f32f940b0f4f,eb9cd5b35d95206585e2185318cb5c61,6/28/2018 02:58,190,21.28
3c608a571543f2f2b96f2e6cb3a2d10a,1,564f6ff7ae760d6eda6d32c551724036,da8622b14eb17ae2831f4ac5b9dab84a,1/5/2018 14:34,169.9,21.68
72ba48327f234ed87176344f71101b68,1,acdd408fe971bbe29a81f8febb575ffc,128639473a139ac0f3e5f5ade55873a5,2/23/2018 12:10,18.9,42.38
814525d9a609035835b96f52ca9047eb,1,3fbc0ef745950c7932d5f2a446189725,06a2c3af7b3aee5d69171b0e14f0ee87,8/23/2018 07:49,66.99,18.99
76c6e866289321a7c93b82b54852dc33,1,ac1789e492dcd698c5c10b97a671243a,63b9ae557efed31d1f7687917d248a8d,1/27/2017 18:29,19.9,16.05
34513ce0c4fab462a55830c0989c7edb,1,f7e0fa615b386bc9a8b9eb52bc1fff76,87142160b41353c4e5fca2360caf6f92,7/19/2017 20:10,98,16.13
2711a938db643b3f0b62ee2c8a2784aa,1,ad1128daf194f4b6ac4256e16233497c,1ca7077d890b907f89be8c954a02686a,12/29/2017 02:15,45,14.1
0a4a2fccb27bd83a892fa503987a595b,1,f7d7b5c58704fb359a74580622800051,4a3ca9315b744ce9f8e9374361493884,4/28/2017 20:55,38.5,24.84
cadbb3657dac2dbbd5b84b12e7b78aad,1,9d2ff462feaaf88912539b8647e17ab4,00fc707aaaad2d31347cf883cd2dfe10,3/13/2018 02:48,394.9,14.89
e346cd9299371b18c0b28e8e29a5e376,1,f9a7825fa51f487b8a48f67e9efced8c,76d5af76d0271110f9af36c92573f765,5/23/2017 08:45,29.9,12.69
a5474c0071dd5d1074e12d417078bbd0,1,1f75be631e988bb0ad750e60e18d043b,fd386aa7bed2af3c7035c65506c9b4a3,8/3/2018 02:50,13.99,7.39
af66c46c49bdb3bf2f862efb1eb67d81,1,f1d116eef76f1c526a5f2c5ce1daeaeb,cd68562d3f44870c08922d380acae552,7/27/2017 19:25,48,11.85
14e6e050a57912543937e93051cc7b2c,1,3940247162a820eff119efe47b02182f,82cb9f452fe8334df74b22d37824b431,6/28/2018 19:20,49.1,19.53
cefa8ee1540139ac77fa0c1b4ff1f04b,1,092be1e8336fc404c57bd5970d056886,cbd996ad3c1b7dc71fd0e5f5df9087e2,7/4/2018 13:10,66.39,19.66
5ec8f4e8fe5ee3fd5460b244d0804f9e,1,67217c43d81dea5a93bea48c23f4e156,18a349e75d307f4b4cc646a691ed4216,4/16/2018 02:27,65,18.33
7156f3e0b94405abcbad1a8c94557338,1,6b61c9889ff5ea54a786b54fff36251f,8fdca8e349553f99bc738833a62c8802,4/27/2017 16:30,17.5,10.96
def622b4b003c4749c889dd9a0b43eca,1,4615c086d05b264e9ff7004fcb515e37,0bae85eb84b9fb3bd773911e89288d54,2/1/2018 02:45,38.2,15.1
955e2b622db1a1f4031ef035ce9a861f,1,bc74f63361c15c1a5baa5b97ac432e62,4869f7a5dfa277a7dca6462dcf3b52b2,1/23/2018 03:34,199,12.89
cf8f7b73e35cb19ff895c2f45c1ded72,1,3d36f403ac27db5c5b8faa68836e3d1f,77530e9772f57a62c906e1c21538ab82,3/1/2018 07:08,99,12.4
bb4f0c21ae6014e40ef007ff6fbcbeb9,1,0768657d39e02ff11e1a30708e010588,c458e2045a8aa8964f8879af03fdcce6,2/20/2017 17:48,34.99,10.96
02aec12849744e266394182861265286,1,8aa6223e400af9c97b07c75993142721,1f9ab4708f3056ede07124aad39a2554,9/6/2017 18:05,174.9,35.74
f11b36b3bc7bacf06deef862ed611f02,1,9ad75bd7267e5c724cb42c71ac56ca72,8160255418d5aaa7dbdc9f4c64ebda44,5/21/2018 03:14,109.9,14.86
343076b69aa1f03ee4beb49cf6baee58,1,f1d4ce8c6dd66c47bbaa8c6781c2a923,1f9ab4708f3056ede07124aad39a2554,10/2/2017 11:24,174.9,31.97
f04bfdbef5359607d39e66fccc9cc0de,1,482c25dc8512547962854dfff5ac057b,48162d548f5b1b11b9d29d1e01f75a61,9/19/2017 15:25,217.85,129.84
f04bfdbef5359607d39e66fccc9cc0de,2,027325f946f1b3d8f94c3496e9a59a10,4a3ccda38b2129705f3fb522db62ca31,9/19/2017 15:25,142.9,8.66
f04bfdbef5359607d39e66fccc9cc0de,3,027325f946f1b3d8f94c3496e9a59a10,4a3ccda38b2129705f3fb522db62ca31,9/19/2017 15:25,142.9,8.66
f04bfdbef5359607d39e66fccc9cc0de,4,482c25dc8512547962854dfff5ac057b,48162d548f5b1b11b9d29d1e01f75a61,9/19/2017 15:25,217.85,129.84
6379750dac6a8a1e11378e34278ae8df,1,368c6c730842d78016ad823897a372db,1f50f920176fa81dab994f9023523100,9/15/2017 12:05,59.9,13.44
31ef15cb5a3faa4df17e96b09cd8c1a1,1,da023890ca0515244ea89dc905faceba,8b321bb669392f5163d04c59e235e066,12/5/2017 19:31,19.9,14.1
e3a83a19707a6f27e4fde8d6b13d43f4,1,9a36241ab9d33e23d58b50eddb5097c9,1acde099eb406aa220b1169b188b42da,9/18/2017 04:50,159,18.36
3d087f98b006ae162b5e3b56e7bfdb4a,1,306599a052830af3cfebe42ee7a79dde,53e4c6e0f4312d4d2107a8c9cddf45cd,1/11/2018 11:15,55,17.64
a7076e7aba13de8b66d95a55811290ed,1,10d9c039b5dcb3b2a4a4fd507fd187a0,7ad32824caee82087b3e2e5f33b1bf32,5/21/2018 04:30,39,12.79
65f78a0e1f8b80c4f6d8d5c6073b8601,1,242e1933d9cb1c789d3c6a3f2d083ba0,e48b04bf1aa1ef711caebeb7aede6180,8/6/2018 17:04,185.9,35.38
dcb36b511fcac050b97cd5c05de84dc3,1,009c09f439988bc06a93d6b8186dce73,89a51f50b8095ea78d5768f34c13a76f,6/18/2018 18:59,132.4,14.05
116f0b09343b49556bbad5f35bee0cdf,1,a47295965bd091207681b541b26e40a5,ea8482cd71df3c1969d7b9473ff13abc,1/2/2018 23:50,27.99,15.1
f848643eec1d69395095eb3840d2051e,1,2b4609f8948be18874494203496bc318,cc419e0650a3c5ba77189a1882b7556a,3/23/2018 09:09,79.99,8.91
2807d0e504d6d4894d41672727bc139f,1,6893767814d1ac82a81bcd365e1cc918,8b321bb669392f5163d04c59e235e066,2/8/2018 20:50,9.5,7.78
6b860b35691d486e45dc98e3514ec5f6,1,c827fb43ad0fb8708f34c2911fdc164b,76d5af76d0271110f9af36c92573f765,12/14/2017 02:49,544,30.36
b01875821b8dcb6abc61776f0f971bce,1,a6ad77b15e566298a4e8ee2011ab1255,1025f0e2d44d7041d6cf58b6550e0bfa,12/1/2017 00:38,31.8,39.28
b01875821b8dcb6abc61776f0f971bce,2,a6ad77b15e566298a4e8ee2011ab1255,1025f0e2d44d7041d6cf58b6550e0bfa,12/1/2017 00:38,31.8,39.28
5164933efe0cd14f31424b9badf81f19,1,821a07e1e2a0382df1f3761ae3cd435c,da8622b14eb17ae2831f4ac5b9dab84a,5/2/2018 22:30,129.9,12
4b87488fb6269f8321508923b95da4d6,1,ed739dfa91e2c770354726fe0bf9cc72,57df9869a600bd6b7c405f2a862eccfb,6/15/2018 12:30,25,13.47
33a3edb84b9df4cb49546859b990ac6d,1,389d119b48cf3043d311335e499d9c6b,1f50f920176fa81dab994f9023523100,2/28/2018 16:10,49.9,17.6
9885fff91f7c807525f8320e5292a3db,1,6906f6d2bb318a3cbb5351653e93ceb4,6ec1a01e866584bb679eb9b098345919,1/17/2018 02:48,126.99,29.68
c8627adf430caff83161acbeb344d8f5,1,8c66104d520634a3b6e20c1f326767de,c864036feaab8c1659f65ea4faebe1da,8/14/2018 17:30,229.9,55.69
1370fae9b19ee5e01a2d609eb18b7c8a,1,a50acd33ba7a8da8e9db65094fa990a4,8581055ce74af1daba164fdbd55a40de,11/21/2017 13:55,117.3,28.2
ba4ddff2b9082f079de9a84d7a5605fd,1,58a84286399d234f7234d54d9daf6418,a416b6a846a11724393025641d4edd5e,1/24/2018 09:38,52.39,13.08
acce194856392f074dbf9dada14d8d82,1,d70f38e7f79c630f8ea00c993897042c,977f9f63dd360c2a32ece2f93ad6d306,6/13/2018 00:35,130.4,48.64
f70a0aff17df5a6cdd9a7196128bd354,1,cafd558df4c3c9d1c338ba6930ea9a62,5dceca129747e92ff8ef7a997dc4f8ca,8/17/2017 02:45,279,34.19
989225ba6d0ebd5873335f7e01de2ae7,1,6b64362e89896be7589621df54be089e,77530e9772f57a62c906e1c21538ab82,12/20/2017 13:54,49,14.1
b276e4f8c0fb86bd82fce576f21713e0,1,c6c1f263e076bd9c1f1640250a5d0c29,fe2032dab1a61af8794248c8196565c9,8/2/2018 23:45,179,9.41
